v1,cleaned_text,length,label
ham,life means lot love life love people life world calls friends call world ge,14,0
ham,alright well bring see like ltgt mins,7,0
ham,pls dont play others life,5,0
ham,eatin lunch,2,0
ham,hmmmbut give one day,4,0
ham,didnt try g decided head,5,0
ham,ok prob,2,0
ham,surly ill give coming review,5,0
ham,march ending ready call sure problem capital never complete far hows work ladies,13,0
ham,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,12,0
ham,pls give food preferably pap slowly loads sugar take hour give water slowly,13,0
spam,urgent mobile awarded bonus caller prize nd attempt contact call boxqu,11,1
ham,guy gets used dumb realize,5,0
ham,okey dokey ill bit sorting stuff,6,0
ham,dawhats plan,2,0
ham,yes fine,2,0
spam,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwincouk,14,1
ham,liked new mobile,3,0
ham,anytime,1,0
ham,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand,11,0
ham,yar say got error,4,0
ham,hey anyway,2,0
ham,wow healthy old airport rd lor cant thk anything else ill b bathing dog later,15,0
ham,wif family booking tour package,5,0
ham,say bold torch later one torch bold,7,0
ham,haha awesome might need take doin tonight,7,0
ham,ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary,15,0
ham,huh slow tot u reach long ago liao u days leh,11,0
ham,thats cool princess cover face hot sticky cum,8,0
ham,big brothers really scraped barrel shower social misfits,8,0
ham,oops thk dun haf enuff go check tell,8,0
ham,min go lunch,3,0
ham,hey happened u switch ur cell whole day isnt good u care give call tomorrow,15,0
ham,k addie amp art ill get home,7,0
ham,uncles atlanta wish guys great semester,6,0
ham,aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor,16,0
ham,forgot tell smth like number sections clearer,7,0
ham,yup anything lor u dun wan ok,7,0
ham,im home love still awake loving kiss,7,0
ham,hello peach cake tasts lush,5,0
spam,free game get rayman golf free games arcade st get ur games settings reply post save activ press key arcade termsapply,21,1
ham,therell minor shindig place later tonight interested,7,0
ham,jason says cool pick place like hour,7,0
spam,mobile mths update latest cameravideo phones free keep ur number get extra free minstexts text yes call,17,1
ham,career tel added u contact indyarockscom send free sms remove phonebook sms ltgt,13,0
ham,ive reached already,3,0
ham,dont know ask brother nothing problem thing told,8,0
ham,keng rocking ashes,3,0
ham,wat time r going xins hostel,6,0
ham,good morning dear shijutta great amp successful day,8,0
spam,buy space invaders chance win orig arcade game console press games arcade std wap charge see ocoukgames terms settings purchase,20,1
ham,oh kafter placement ah,4,0
ham,possession especially first offense,4,0
ham,nt driving even many reasons called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem,20,0
ham,bought test yesterday something lets know exact day u ovulatewhen get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell,31,0
ham,pizza u want,3,0
ham,keep seeing weird shit bein woah realising actually reasonable im oh,11,0
ham,many happy returns day wish happy birthday,7,0
ham,ya nice ready thursday,4,0
ham,hospital da return home evening,5,0
ham,thinking u x,3,0
spam,camera awarded sipix digital camera call fromm landline delivery within days,11,1
ham,orh tot u say still dun believe,7,0
ham,put sign choose number pin show right,7,0
ham,beauty life next second hides thousands secrets wish every second wonderful ur life gud n,15,0
ham,thanx u darlinim cool thanx bday drinks nite morrow take care c u soonxxx,14,0
ham,youre still maybe leave credit card get gas get back like told,12,0
spam,weekly coolmob tones ready download weeks new tones include crazy frogaxel f akonlonely black eyeddont p info n,18,1
ham,well boy glad g wasted night applebees nothing,8,0
spam,cashbincouk get lots cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away,16,1
ham,ok lor u wan go look u,7,0
ham,u wan haf lunch im da canteen,7,0
ham,dont make life stressfull always find time laugh may add years life surely adds life ur years gud niswt dreams,20,0
ham,hey looks like wrong one kappa guys numbers still phone want text see hes around,15,0
spam,urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm,13,1
spam,thanks continued support question week enter u draw cash name new us president txt ans,15,1
ham,im home doc gave pain meds says everything fine,9,0
ham,ard rest ard leastwhich price bedrm,6,0
ham,lovely night xxx,3,0
ham,prepare pleasured,2,0
ham,hitechnical supportproviding assistance us customer call email,7,0
ham,text way cup stop work bus,6,0
ham,whens radio show,3,0
spam,unique user id removal send stop customer services,8,1
ham,im sure still available though,5,0
ham,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories feeling,16,0
ham,cheers lou yeah goodnite shame u neva came c ya gailxx,11,0
ham,hii got money da,4,0
ham,hi mobile ltgt added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom,15,0
ham,ok u tell wat time u coming later lor,9,0
ham,u repeat e instructions wats e road name ur house,10,0
ham,many people seems special first sight remain special till last sight maintain till life ends shjas,16,0
ham,quite lor dun tell wait get complacent,7,0
ham,sorry completely forgot pop em round week still,8,0
ham,u r beautiful girl ive ever seen u r baby come c common room,14,0
ham,cant see join denis mina denis want alone time,9,0
ham,sen told going join uncle finance cbe,7,0
ham,yup hey one day fri ask miwa jiayin take leave go karaoke,12,0
ham,call senthil hsbc,3,0
ham,especially since talk boston personal statement lol woulda changed realized said nyc says boston,14,0
ham,indeed way either,3,0
spam,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm,16,1
ham,holy living christ taking long,5,0
ham,thk wat eat tonight,4,0
ham,thanx yup coming back sun finish dinner going back hotel time flies tog exactly mth today hope well haf many mths come,22,0
ham,opposite side dropped,3,0
ham,yup izzit still raining heavily cos im e mrt cant c outside,12,0
ham,send resume,2,0
ham,gd luck ur exams,4,0
ham,u ask next sat make im ok lor,8,0
ham,sorry uncle ill keep touch,5,0
ham,saw guys dolls last night patrick swayze great,8,0
spam,urgent nd attempt contact u prize yesterday still awaiting collection claim call,12,1
spam,santa calling would little ones like call santa xmas eve call book time callsppm last mins tc wwwsantacallingcom,18,1
ham,come home dont want u miserable,6,0
ham,dont know shes getting messages,5,0
ham,cool tyler take gonna buy drop place later tonight total order quarter got enough,14,0
ham,guy car shop flirting got phone number paperwork called texted im nervous course may address call boss tell knowing may get fired,22,0
ham,reverse cheating mathematics,3,0
ham,plan manage,2,0
ham,er hello things didnt quite go plan limping slowly home followed aa exhaust hanging,14,0
ham,sorry delay yes masters,4,0
ham,call u finish come n pick u,7,0
spam,private account statement shows unredeemed bonus points claim call identifier code expires,12,1
ham,whats oga left phone home saw ur messages hope good great weekend,12,0
ham,dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gonna go kill,19,0
ham,honey pls find much sell predicte nigeria many times used important reply monday,13,0
ham,e admin building might b slightly earlier ill call u im reaching,12,0
ham,fyi im usf swing room whenever,6,0
ham,call ltgt min thats ok,5,0
ham,ummmmmaah many many happy returns day dear sweet heart happy birthday dear,12,0
ham,home work meh,3,0
ham,anything valuable situations first getting second loosing,7,0
ham,mark taking forever pick prescription pain coming back,8,0
ham,hows ur paper,3,0
ham,got smaller capacity one quite ex,6,0
spam,check choose babe videos smsshsexnetun fgkslpopw fgkslpo,7,1
ham,im good thinking,3,0
spam,u r winner u ave specially selected receive cash holiday flights inc speak live operator claim pmin,17,1
ham,,0,0
ham,thought bout drink tap spile seven pub gas st broad st canal ok,13,0
ham,going sleep tired travel,4,0
ham,haha thinkin,2,0
ham,yup giving problems mayb ill jus leave,7,0
ham,lol trying make day little interesting,6,0
ham,long get reply defer admission til next semester,8,0
ham,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day,14,0
ham,po de need job aha,5,0
ham,rats hey u ever vote next themes,7,0
spam,new mobiles must go txt nokia collect today wwwtcbiz optout gbpmtmsg txtauction,12,1
ham,hope pee burns tonite,4,0
ham,oh rite well im best mate pete went week geva longer week,12,0
ham,yay cant wait party together,5,0
ham,photoshop makes computer shut,4,0
ham,boys made fun today ok problem sent one message fun,10,0
ham,thats one issues california okay snow manageable,7,0
spam,private account statement shows unredeemed points call identifier code expires,10,1
ham,hmmm mayb try e shoppin area one forgot e name hotel,11,0
ham,awesome gonna soon later tonight,5,0
ham,need details online job,4,0
spam,valued vodafone customer computer picked win prize collect easy call,10,1
ham,missing toopray inshah allah,4,0
ham,pls help tell ashley cant find number oh,8,0
ham,escape theatre going watch kavalan minutes,6,0
ham,sthis increase chance winning,4,0
ham,either way works ltgt years old hope doesnt bother,9,0
ham,maybe find something else instead,5,0
ham,gain rights wifedont demand iti trying husband toolets see,9,0
ham,liked new house,3,0
ham,im fine hope also,4,0
ham,also north carolina texas atm would go gre site pay test results sent,13,0
ham,u,1,0
ham,yes baby need stretch open pussy,6,0
ham,thanks bomb date phone wanted say,6,0
ham,ok,1,0
ham,hey guy know breathing neck get bud anyway youd able get half track usf tonight,15,0
ham,response one powerful weapon occupy place others heart,8,0
ham,nokia phone lovly,3,0
spam,free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare,14,1
spam,bored housewives chat n date btnational rate pmin landlines,9,1
ham,sorry datoday wont come playi driving clas,7,0
ham,im really sorry lit hair fire,6,0
ham,oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rents,24,0
ham,okey dokey swashbuckling stuff oh,5,0
ham,watching cartoon listening music amp eve go temple amp church u,11,0
ham,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face,21,0
ham,dips cell dead coming u better respond else shall come back,11,0
ham,well know mean texting,4,0
ham,hi dis yijue would happy work wif gek,8,0
ham,lol oops sorry fun,4,0
ham,wat happened cruise thing,4,0
ham,know dat feelin pete wuld get em nuther place nuther time mayb,12,0
spam,lyricalladief inviting friend reply yes see wwwsmsacuhmmross stop send stop frnd,11,1
ham,worlds happiest frnds never characters dey best understanding differences,9,0
spam,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends ptone reply hl info,20,1
ham,yeah open chat click friend lists make list easy pie,10,0
ham,alright tylers got minor crisis home sooner thought asap,9,0
ham,whenwhere pick,2,0
ham,usual u call ard smth,5,0
ham,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct,17,0
ham,many things antibiotic used chest abdomen gynae infections even bone infections,11,0
ham,poor girl cant go one day lmao,7,0
ham,times,1,0
spam,todays vodafone numbers ending selected receive award number matches call receive award,12,1
ham,pls make note shes exposed also find school anyone else vomiting dog cat house let know later,17,0
ham,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike,21,0
ham,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath,20,0
ham,worse uses half way stops better complete,7,0
ham,miserable dont tell u side effects birth control massive gut wrenching cramps first months didnt sleep last night,18,0
ham,send new number,3,0
ham,convey regards,2,0
spam,want latest video handset anytime network mins half price line rental reply call delivery tomorrow,15,1
ham,half years missed friendship,4,0
ham,cant pick phone right pls send message,7,0
ham,oh fucks sake shes like tallahassee,6,0
ham,haha first person gonna ask,5,0
spam,ou guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd,16,1
ham,taka lor wat time u wan come n look us,10,0
spam,free polyphonic ringtone text super get free poly tone week sn pobox nr zs subscription pw,16,1
ham,im reaching another stops,4,0
ham,didnt mean post wrote like many times ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed,38,0
spam,warner village c colin farrell swat wkend warner village get free med popcornjust show msgticketkioskvalid c tc kiosk reply sony mre film offers,23,1
ham,come online today night,4,0
ham,anything special,2,0
ham,im solihull want anything,4,0
ham,good day,2,0
ham,regret inform u nhs made mistakeu never actually bornplease report yor local hospital b terminatedwe r sorry inconvenience,18,0
ham,love holiday monday feeling even go dentists hour,8,0
ham,way tirupur,2,0
spam,goal arsenal henry v liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins,17,1
ham,youve already got flaky parent itsnot supposed childs job support parentnot theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless,23,0
ham,took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow,13,0
ham,dropped em omw back,4,0
spam,nd time tried contact u u pound prize claim easy call p per min btnationalrate,15,1
ham,sitting mu waiting everyone get suite take shower,8,0
ham,call didnt see facebook huh,5,0
ham,g says never answer texts confirmdeny,6,0
ham,common hearin r u wat r u ur day let ask u something different u smile today gud evng,19,0
ham,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply,16,0
ham,oh yah never cancel leh haha,6,0
ham,go e normal pilates intro,5,0
ham,ok let u noe leave house,6,0
ham,oh yes like torture watching england,6,0
ham,wanna art,2,0
ham,hopeing wasnt pissed remember gone sisters something,7,0
spam,got takes take part wrc rally oz u lucozade energy text rally le p see packs lucozadecoukwrc itcould u,19,1
spam,hi sexychat girls waiting text text great night chatting send stop stop service,13,1
ham,good morning boytoy hows yummy lips wheres sexy buns think crave need,12,0
ham,match startedindia ltgt,3,0
ham,free call sir,3,0
ham,hey want anything buy,4,0
ham,hey babe hows going ever figure going new years,9,0
ham,kkcongratulation,1,0
ham,g wants know fuck,4,0
ham,cancelled yeah baby well sounds important understand darlin give ring later fone love kate x,15,0
ham,tomarrow want got court ltdecimalgt come bus stand,8,0
ham,go home liao ask dad pick,6,0
ham,omg make wedding chapel frontierville get good stuff,8,0
ham,im eatin lor goin back work soon e mountain deer show huh watch b liao nice,16,0
ham,check maili mailed varma kept copy regarding membershiptake careinsha allah,10,0
ham,wrong phone phone answer one assume people dont well,9,0
ham,anyway dont think secure anything lemme know want drive south chill,11,0
ham,im already back home probably,5,0
spam,great news call freefone claim guaranteed cash gift speak live operator,11,1
spam,hi amy sending free phone number couple days give access adult parties,12,1
ham,bus way calicut,3,0
ham,hi probably much fun get message thought id txt u cos im bored james farting night,16,0
ham,hi baby im sat bloody bus mo wont home wanna somethin later call later ortxt back jess xx,18,0
spam,welcome select service added benefits call specially trained advisors free mobile dialling,12,1
ham,lost pounds since doc visit last week woot woot im gonna celebrate stuffing face,14,0
ham,u coming back dinner rite dad ask confirm wif u,10,0
ham,masters buy bb cos sale hows bf,7,0
ham,ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anything comedy night guess im,18,0
ham,im viveki got call number,5,0
ham,didnt u call lunch,4,0
ham,mean left early check cos im working,7,0
ham,want ltgt rs dado,4,0
ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend,20,0
ham,yup ok,2,0
ham,want see pretty pussy,4,0
spam,dear voucher holder next meal us use following link pc enjoy dining experiencehttpwwwvouchmecometlpdiningasp,13,1
ham,people game im mall iouri kaila,6,0
spam,urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs,15,1
spam,donate unicefs asian tsunami disaster support fund texting donate added next bill,12,1
ham,future planned tomorrow result today best present enjoy future,9,0
ham,cme want go hos morow wil cme got dear didnt say time,12,0
ham,supposed meet discuss abt trip thought xuhui told afternoon thought go lesson,12,0
ham,hey come online use msn,5,0
ham,im fine hope good take care,6,0
ham,oops shower u called hey parking garage collapsed university hospital see im crazy stuff like happen,16,0
ham,aiyo u poor thing u dun wan eat u bathe already,11,0
ham,yar tot u knew dis would happen long ago already,10,0
ham,gorgeous keep pix cumming thank,5,0
ham,boy late home father power frndship,6,0
ham,jade paul didnt u txt u remember barmed want talk u txt,12,0
ham,spending new years brother family lets plan meet next week ready spoiled,12,0
ham,u today,2,0
ham,said okay sorry,3,0
ham,slept thinkthis time ltgt pm dangerous,6,0
ham,networking job,2,0
spam,goldviking inviting friend reply yes see wwwsmsacugoldviking stop send stop frnd,11,1
ham,dont let studying stress lr,5,0
ham,thats u haf keep busy,5,0
ham,rushing im working im school rush go hungry,8,0
ham,channel,1,0
ham,telling coulda real valentine wasnt u never pick nothing,9,0
spam,phony award todays voda numbers ending xxxx selected receive award match please call quoting claim code standard rates app,19,1
ham,made eta taunton planned hope thats still okday good see xx,11,0
ham,im hungry buy smth home,5,0
ham,hey kate,2,0
ham,drive read need write,4,0
ham,looked addie goes back monday sucks,6,0
ham,happy new year hope good semester,6,0
ham,esplanade lor else,3,0
ham,talk,1,0
ham,hmph go head big baller,5,0
ham,well like actually called someone punto woulda worse,8,0
ham,nope since ayo travelled forgotten guy,6,0
ham,still around looking pick later,5,0
spam,cds u congratulations ur awarded cd gift vouchers gift guaranteed freeentry wkly draw xt music tncs wwwldewcomwinppmxage,17,1
ham,theres someone year ltgt toyota camry like mr olayiwolas mileage ltgt kits clean need know much sell raise dough soon landing sell holla back,24,0
ham,guess pub im im happy pig clover whatever saying,9,0
ham,ill b soon,3,0
ham,oh k come tomorrow,4,0
ham,go fool dont cheat others ok,6,0
ham,mobile numberpls sms ur mail idconvey regards achanammarakheshqatar,8,0
ham,way rencontre meet mountains dont,5,0
spam,guaranteed cash prize claim yr prize call customer service representative ampm cost p,13,1
ham,u attend ur driving lesson many times wk n day,10,0
ham,uncle g checking rewarding month,5,0
ham,hello boytoy geeee im missing today like send tm remind im thinking loved loving kiss,15,0
ham,think two still need get cash def ready,8,0
ham,hey galsu wanna meet dinner nte,6,0
spam,dear xxxxxxx uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yrs,14,1
ham,babe talking think good boy missing love,7,0
ham,great office today,3,0
ham,cool last little getting time soon,6,0
ham,sad puppy noise,3,0
ham,yes possible dint try pls dont tell one k,9,0
ham,anyway holla whenever youre around need excuse go creep people sarasota,11,0
ham,happen,1,0
ham,gonna ask lol think,4,0
spam,ur cashbalance currently pounds maximize ur cashin send go pmeg cc hgsuitelands rowwjhl,13,1
spam,private account statement shows unredeemed sim points call identifier codexx expires,11,1
ham,go chase run shes crossing street,6,0
spam,id like tell deepest darkest fantasies call pmin stop texts call nat rate,13,1
ham,coming friday leave pongaldo get news work place,8,0
ham,hey inconvenient sis huh,4,0
ham,ok vldo u know got adsense approved,7,0
ham,really good see day dudette missing,6,0
ham,want go perumbavoor,3,0
ham,many times told stage use laugh listen aha,8,0
spam,wont believe true incredible txts reply g learn truly amazing things blow mind ofwd ptxt,15,1
ham,didnt hear,2,0
ham,thanks talk saturday dear cherish brother role model,8,0
ham,pls clarify back open return ticket preponed go back kerala,10,0
spam,natalie f inviting friend reply yes see wwwsmsacunataliek stop send stop frnd,12,1
ham,ran younger man make pretty babies together,7,0
spam,jamster get free wallpaper text heart tc apply need help call,11,1
ham,ic lol play doors sometime yo,6,0
ham,dunno dad said coming home bring us lunch yup go w u lor call u reach school lor,18,0
ham,sent jd customer service cum accounts executive ur mail id details contact us,13,0
ham,desires u going doctor liver get bit stylish get ur hair managed thats,13,0
ham,hmmmstill dont opener,3,0
ham,yeah basically time next week get away mom amp get,10,0
ham,edison rightly said fool ask questions wise man answer know us speechless viva gm,14,0
ham,vote wherever heart guides,4,0
ham,sis lor juz watched italian job,6,0
ham,tick tick tick could die loneliness know pouts stomps feet need,11,0
ham,lmao know well,3,0
spam,double mins double txt price linerental latest orange bluetooth mobiles call mobileupd latest offers calloptoutlf,15,1
ham,train back northampton im afraid im staying skyving today ho ho around wednesday though fancy comedy club week way,19,0
ham,goodnight da thangam really miss u dear,7,0
ham,hey next sun theres basic yoga course bugis go pilates intro next sat tell time r free,17,0
ham,geeeee internet really bad today eh,6,0
spam,free video camera phones half price line rental mths cross ntwk mins txts call mobileupd calloptout,16,1
ham,think disturbing da,3,0
ham,sorry ill call later meeting sir,6,0
ham,havent stuck orchard dads car going dinner u leh r free tonight,12,0
ham,ok also wan watch e pm show,7,0
ham,dunno lei like dun haf,5,0
ham,brother transfered ltgt ltgt pa,5,0
ham,calls later afternoon onwords mtnl service get problem south mumbai hear cannt listen,13,0
spam,uk break accommodationvouchers terms conditions apply claim mustprovide claim number,10,1
ham,talk g x,3,0
ham,hai dear friends new amp present number rajitha raj ranju,10,0
spam,p alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity,21,1
ham,different styles,2,0
spam,win shopping spree every week starting play text store skilgme tscs winawk age perweeksub,14,1
ham,gud ni dearslp welltake careswt dreamsmuah,6,0
ham,want sent ltgt mesages today thats sorry hurts,8,0
spam,nd attempt contract u weeks top prize either cash prize call,11,1
ham,well im glad didnt find totally disagreeable lol,8,0
ham,guy flash go call call madam take care oh,9,0
spam,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,15,1
ham,mark works tomorrow gets work house meet u afterwards,9,0
ham,keep ur problems ur heart,5,0
ham,yeah give call youve got minute,6,0
ham,hi babe uawakefeellikw shitjustfound via aletter thatmum gotmarried thnovbehind ourbacks fuckinniceselfish,11,0
ham,amazing rearrange letters gives meaning dormitory dirty room astronomer moon starer eyes see election results lies lets recount motherinlaw woman hitler eleven plus two twelve plus one amazing,28,0
ham,aiya discuss later lar pick,5,0
ham,hey happy birthday,3,0
ham,sorry missed call please call back,6,0
ham,omg one thing another cat worms bad day end,9,0
ham,good morning im suffering fever dysentry able come office today,10,0
ham,wont anything de,3,0
ham,type stuff sing,3,0
ham,st andre virgils cream,4,0
ham,check rooms befor activities,4,0
ham,fri ah okie lorgoin drivin den go shoppin tt,9,0
ham,gokila talking aha,3,0
ham,hi shanilrakhesh herethanksi exchanged uncut diamond stuffleaving back excellent service dino prem,12,0
ham,kkthis month kotees birthday know,5,0
ham,im really really broke oh amount small even ltgt,9,0
ham,sorry mates phone didnt write love kate,7,0
spam,themobhit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaperall free,16,1
ham,ah well confuses things doesnt thought friends maybe wrong thing already sort invited tho may come cos money,18,0
ham,aight call youre close,4,0
ham,nope thats fine might nap tho,6,0
spam,msg mobile content order resent previous attempt failed due network error queries customersqueriesnetvisionukcom,13,1
ham,news hassling get weed week andres money haughaighgtujhyguj,8,0
ham,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girld boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily gthr drinking boost evrydy moral story hv free msgsd gud ni,64,0
ham,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,18,0
ham,ding ya break fassyole blacko londn,6,0
ham,really need kiss u miss u baby ur baby eva,10,0
ham,sign maturity start saying big things actually start understanding small things nice evening bslvyl,14,0
ham,oh got many responsibilities,4,0
spam,new message please call,4,1
ham,ive reached sch already,4,0
spam,december mobile mths entitled update latest colour camera mobile free call mobile update vco free,15,1
ham,u definitely need module e humanities dis sem izzit u wan take modules st,14,0
ham,argh fuck nobody town,4,0
spam,get lions england tone reply lionm mono lionp poly go wwwringtonescouk original n best tones gbp network operator rates apply,20,1
ham,thanks fills complete calm reassurance,5,0
ham,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning,8,0
ham,driving training,2,0
ham,lol real told dad cancer,5,0
spam,private account statement,3,1
ham,oops ltgt,2,0
ham,enufcredeit tocallshall ileave uni get bus yor house,8,0
ham,hi chikku send nice msgs,5,0
ham,impossible argue always treats like sub like never released remind necessary,11,0
ham,work ah den plus lor u workin oso rite den go orchard lor place go liao,16,0
ham,wonderful okors great month cherish guys wish well day mojibiola,10,0
ham,cuz ibored wanna study,4,0
ham,wot wed nite til,4,0
ham,rose redred bloodblood heartheart u u send tis ur friends including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try,34,0
ham,way,1,0
ham,sucks ill go u hair youll free right,8,0
ham,still working time also tried adding zeros savings checking ltgt,10,0
ham,hmm dunno leh mayb bag goigng dat small jus anything except perfume smth dat keep,15,0
ham,sday joinedso training started today,5,0
ham,sorry grocers,2,0
ham,nice pubs near frankie n bennys near warner cinema,9,0
spam,costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins,15,1
ham,yup havent want go yoga call book,7,0
ham,oh shut omg yesterday dream kids boys pissed kids boys even told mark dream changing diapers cause im getting owed face,21,0
ham,yeah imagine would really gentle unlike docs treat patients like turkeys,11,0
spam,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone,20,1
ham,started dont stop pray good ideas anything see help guys ill forward link,13,0
ham,hi darlin im helens fone im gonna b princes nite please come tb love kate,15,0
ham,im office dawhere,3,0
ham,aiyar u poor thing give u support k jia ill think u,12,0
ham,oh unintentionally bad timing great fingers trains play along give fifteen min warning,13,0
spam,get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go notxtcouk,15,1
ham,kthen come wenever u lik come also tel vikky come getting free time,13,0
ham,pls call da happen,4,0
ham,happy new year u ur familymay new year bring happiness stability tranquility ur vibrant colourful life,16,0
ham,problem renewal ill right away dont know details,8,0
ham,idk im sitting stop shop parking lot right bawling eyes feel like im failure everything nobody wants feel like im failing,21,0
ham,havent left yet probably gonna til dinner,7,0
ham,like ltgt question,3,0
ham,new years eve ok went party boyfriend si hey,9,0
ham,sir need velusamy sirs date birth company bank facilities details,10,0
ham,k k sms chat,4,0
ham,come karnan car please wait till pm directly goto doctor,10,0
ham,bluray player,2,0
ham,ok r meeting later,4,0
ham,lol need cash nitros hurry come crash,7,0
ham,send text well skype later,5,0
ham,ok leave need ask,4,0
spam,congrats mobile g videophones r call videochat wid ur mates play java games dload polyph music noline rentl bx ip p,21,1
ham,still got lessons sch,4,0
ham,dun believe leh tot told true already thk muz c us tog believe,13,0
ham,oh charge camera,3,0
ham,ive got salt rub open wounds like,7,0
ham,im going lunch,3,0
ham,im school n ill da lab stuff give call r done,11,0
ham,oh k come tomorrow,4,0
ham,aight text tonight well see whats,6,0
ham,u,1,0
ham,water logging desert geoenvironmental implications,5,0
ham,rajipls favour pls convey birthday wishes nimya pls today birthday,10,0
ham,company goodenvironment terrific food really nice,6,0
ham,strange watching nd one im bed sweet dreams miss u,10,0
spam,sms auction brand new nokia auction today auction free join take part txt nokia,14,1
ham,hi hope u r ok said would text hasnt u seen let gently please,14,0
ham,babe fucking love know fuck good hear voice need crave cant get enough adore ahmad kisses,16,0
ham,k sure relatives home sms de pls,7,0
ham,sent like,2,0
ham,fuuuuck need stop sleepin sup,5,0
ham,im town ill jus take mrt later,7,0
ham,cooked rather nice salmon la,5,0
ham,uploaded mine facebook,3,0
ham,time u wrkin,3,0
ham,okie,1,0
spam,ree entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details,17,1
spam,records indicate u maybe entitled pounds compensation accident claim free reply claim msg stop txt stop,16,1
ham,sorry ill call later,4,0
ham,oh oh den muz change plan liao go back yan jiu,11,0
ham,wylie tampa sarasota,3,0
ham,ok take ur time n enjoy ur dinner,8,0
ham,darren saying dat u meeting da ge den dun meet dinner cos later u leave xy feel awkward den u meet lunch lor,23,0
spam,spook mob halloween collection logo pic message plus free eerie tone txt card spook zed p per logopic,18,1
ham,like cheap im happy splash wine makes feel better,9,0
ham,shes fine difficulties phone works mine pls send another friend request,11,0
ham,ugh leg hurts musta overdid mon,6,0
spam,call germany pence per minute call fixed line via access number prepayment direct access wwwtelediscountcouk,15,1
spam,costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins,15,1
ham,wot student discount u get books,6,0
ham,fineabsolutly fine,2,0
ham,come get b quite diff guess rite,7,0
spam,mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptxt,17,1
ham,reach ur home ltgt minutes,5,0
ham,babe im answering cant see maybe youd better reboot ym got photo great,13,0
ham,hiwhat think match,3,0
ham,know thinkin malaria relax children cant handle malaria would worse gastroenteritis takes enough replace loss temp reduce give malaria meds vomit self limiting illness means days completely stop,28,0
ham,dai downloaded exe file run exe installing,7,0
ham,yesterday true true,3,0
ham,kkhow business,2,0
ham,pa selected,2,0
spam,natalja f inviting friend reply yes see wwwsmsacunat stop send stop frnd,12,1
ham,keep ten rs shelf buy two egg,7,0
ham,late,1,0
ham,well thats nice bad cant eat,6,0
ham,accidentally brought em home box,5,0
ham,pls needs dat slowly vomit,5,0
ham,take exam march,3,0
