v1,cleaned_text,length
ham,time u get,3
ham,literally bed like ltgt hours,5
ham,yes reg ciao,3
ham,mean website yes,3
spam,win cash prize prize worth,5
spam,thanks ringtone order reference number xyour mobile charged tone arrive please call customer services,14
ham,lol could starve lose pound end day,7
ham,yeah thats impression got,4
ham,ok ok take care understand,5
ham,motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl,16
ham,ya ok dinner,3
ham,slept timeyou,2
ham,dont make ne plans nxt wknd coz wants us come ok,11
ham,school starting stay whats weather like food social support system like friends school things important,15
ham,ha ha nan yalrigu heltiniiyo kothi chikku u shared many things wit meso far didnt told body even uttered word abt u ur trusting much tell others plz nxt time dont use words meok chikkub,35
ham,noice text youre,3
ham,hi di yijue meeting pm esaplanade tonight,7
spam,moby pub quizwin high street prize u know new duchess cornwall txt first name unsub stop sp,17
spam,weeks savamob member offers accessible call details savamob pobox la wu week savamob offers mobile,15
ham,aight ive set free think could text blakes address occurs im quite sure im thought,15
ham,hi dear saw dear happy battery low,7
ham,ages hows abj,3
ham,prof passed papers sem congrats student enna kalaachutaarama prof gud mrng,11
ham,dont kick coco hes,4
ham,fyi im gonna call sporadically starting like ltgt bc doin shit,11
spam,contacted dating service someone know find call mobile landline poboxldns,10
spam,tbspersolvo chasing us since sept definitely paying thanks information ignore kath manchester,12
ham,hope youre much fun without see u tomorrow love jess x,11
ham,ok wont call disturb one know avoiding burden,8
ham,ive reached home n bathe liao u call,8
spam,loans purpose even bad credit tenants welcome call noworriesloanscom,9
ham,actual exam harder nbme,4
ham,lot sickness thing going round take easy hope u feel better soon lol,13
ham,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaidthis friend u,12
spam,kick new season wks free goals news ur mobile txt ur club name eg villa,15
ham,hey sathya till dint meet even single time saw situation sathya,11
ham,gam gone outstanding innings,4
ham,played smash bros ltgt religiously,5
ham,sir good morning hope good weekend called let know able raise ltgt dad however said would make rest available mid feb amount still quite short hoping would help good day abiola,31
ham,hurry home soup done,4
ham,check rooms befor activities,4
ham,good afternoon love good see words ym get tm smart move slave smiles drink coffee await,16
ham,quite ok bit ex u better go eat smth else ill feel guilty,13
spam,orange brings ringtones time chart heroes free hit week go ringtones pics wap stop receiving tips reply stop,18
ham,lemme know youre,3
spam,private account statement shows unredeemed points call identifier code expires,10
ham,needs stop going bed make fucking dealing,7
ham,love brother time talk english grins say hey muhommad penny says hello across sea,14
spam,tried call reply sms video mobile mins unlimited text free camcorder reply call,13
ham,hey doc pls want get nice shirt hubby nice fiting ones budget ltgt k help pls load card abi hwkeep posted luv mj,23
ham,remain unconvinced isnt elaborate test willpower,6
ham,life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng,20
ham,miss,1
ham,aint answerin phone actually pretty reasonable hour im sleepy,9
ham,hey rite u put evey mnth,6
ham,going bed prin,3
ham,think thanks see tomo,4
ham,u dun drive go sch,5
ham,home lei,2
spam,gsoh good spam ladiesu could b male gigolo join uks fastest growing mens club reply oncall mjzgroup stop reply stop msgrcvd,21
ham,ok come ur home half hour,6
spam,u secret admirer looking make contact ufind rreveal thinks ur specialcall,11
ham,u hav frnd name ashwini ur college,7
ham,jus finish lunch way home lor tot u dun wan stay sch today,13
ham,k marrow coming class,4
spam,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call,17
ham,pls send address sir,4
ham,want lick pussy,3
ham,yo gonna still stock tomorrowtoday im trying get dubsack,9
spam,urgent mobile number awarded ukp prize guaranteed call landline claim valid hrs ppm,13
ham,ill see prolly yeah,4
ham,thought could go dinner ill treat seem ok,8
ham,stand away doesnt heart ache without dont wonder dont crave,10
ham,sorry never hear unless book one kinda jokethet really looking skinny white girls one lineyou much camera something like theyre casting look,22
ham,doinghow,1
ham,sure thing big man hockey elections shouldnt go longer hour though,11
ham,watch lor saw swatch one thk quite ok ard need nd opinion leh,13
ham,hiya u like hlday pics looked horrible took mo hows camp amrca thing speak soon serena,16
ham,babe goes day miss already love loving kiss hope everything goes well,12
ham,yunny im goin late,4
ham,doc prescribed morphine cause pain meds arent enough waiting mom bring med kick fast im gonna try later,18
ham,cool want go kappa meet outside mu,7
ham,hey sexy buns told adore loverboy hope remember thank sister law meatballs grins love babe,15
ham,may b approve panalambut posts,5
spam,spjanuary male sale hot gay chat cheaper call national rate pmin cheap pmin peak stop texts call pmin,18
ham,sorry ill call later,4
ham,dont thnk wrong calling us,5
ham,im workin get job,4
ham,youre done mean,3
ham,ur luck love someone ur fortune love one loves u,10
ham,hi baby ive got back work wanting see u allday hope didnt piss u phone today u give call xxx,20
spam,freemsg todays day ready im horny live town love sex fun games netcollex ltd p per msg reply stop end,20
ham,yahoo boys bring perf legal,5
ham,need say anything know outsider,5
ham,ever one foot,3
ham,got ltgt,2
ham,good dont need receiptswell done yes please tell whats number could ring,12
ham,ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt,20
ham,leave wif lar wan carry meh heavy da num familiar,10
ham,beautiful truth expression face could seen everyone depression heart could understood loved ones gud ni,15
ham,infact happy new year seeing,5
spam,simpsons movie released july name band died start film agreen day bblue day cred day send b c,18
ham,thats shame maybe cld meet hrs tomo,7
ham,lol would despite cramps like girl,6
ham,cant wait cornwall hope tonight isnt bad well rock night shite anyway im going kip good night speak soon,19
ham,pls help tell sura im expecting battery hont pls send message download movies thanks,14
spam,please call amanda regard renewing upgrading current tmobile handset free charge offer ends today tel subject ts cs,18
ham,havent found way get another app phone eh go net cafe take job geeee need babe crave see,18
ham,work mon thurs sat cant leh booked liao day u free,11
ham,comin fetch us oredi,4
ham,whats nannys address,3
spam,urgent costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins,16
ham,haf u eaten wat time u wan come,8
spam,want new video phone anytime network mins half price line rental free text months reply call free delivery,18
ham,yo call get chance friend mine wanted ask big order,10
ham,single single answers fighting plus said broke didnt reply,9
ham,certainly puts things perspective something like happens,7
ham,got tv watch meh u work today,7
ham,felt sonot conveying reason ese,5
spam,mobile months u r entitled update latest colour mobiles camera free call mobile update co free,16
ham,hows going got exciting karaoke type activities planned im debating whether play football eve feeling lazy though,17
ham,told coming wednesday,3
ham,ok called mom instead fun,5
spam,dear voucher holder claim weeks offer pc please go httpwwwwtlpcouktext tscs apply,12
ham,well im desperate ill call armand,6
ham,work right,2
spam,congrats nokia video camera phone call calls cost ppm ave call mins vary mobiles close post bcm ldn wcnxx,19
ham,havent heard anything hes answering texts im guessing flaked said jb fantastic,12
ham,mmmmmm love youso much ahmad cant wait year begin every second takes closer side happy new year love,18
ham,pls whats full name jokes school cos fees university florida seem actually ltgt k pls holla back,17
ham,sorry ill call later,4
ham,ok said ive got wisdom teeth hidden inside n mayb need remove,12
ham,pls pls drink plenty plenty water,6
ham,hows queen going royal wedding,5
ham,hes lag thats sad part keep touch thanks skype,9
ham,ok lor go tog lor,5
ham,two teams waiting players,4
ham,send copy da report,4
ham,swhrt u deyhope ur ok tot u daylove n misstake care,11
ham,ok da already planned wil pick,6
spam,urgent please call abta complimentary spanish holiday cash await collection sae tcs box po ez ppm,16
ham,sorry ill call later meeting,5
ham,really need shit tomorrow know wont awake like,8
ham,im good registered vote,4
ham,hmm ok ill stay like hour cos eye really sore,10
ham,dear got bus directly calicut,5
ham,mm umma ask vava also come tell play later together,10
ham,well general price ltgt oz let know ifwhenhow much want,10
ham,sorry ill call later,4
ham,moment dayhas valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find todaygood morning,15
ham,ltgt w jetton ave forgot,5
ham,ok im coming home,4
ham,use foreign stamps country,4
spam,double mins txts months free bluetooth orange available sony nokia motorola phones call mobileupd calloptoutndx,15
ham,sorry lot friendofafriend stuff im talk actual guy wants buy,10
spam,free st week nokia tone ur mob every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone,20
spam,want funk ur fone weekly new tone reply tonesu text wwwringtonescouk original n best tones gbp network operator rates apply,20
spam,cmon babe make horny turn txt fantasy babe im hot sticky need replies cost cancel send stop,17
ham,come tomorrow di,3
ham,wylie update weed dealer carlos went freedom class lunsford,9
ham,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,15
ham,c movie juz last minute decision mah juz watch lar tot interested,12
ham,enjoying semester take care brother,5
spam,important information orange user xxxxxx today ur lucky day find log onto httpwwwurawinnercom theres fantastic prizeawaiting,16
ham,get door im,3
ham,lets use next week princess,5
ham,go home first lar wait lor put stuff first,9
ham,want kfc tuesday buy meals gravy mark,7
ham,dahe stupid daalways sending like thisdon believe messagepandy mental,9
ham,oi gonna ring,3
spam,missed call alert numbers called left message,7
ham,attended nothing,2
ham,ard like dat lor juz meet mrt station dun haf come,11
ham,dear sleeping p,3
ham,er mw im filled tuth aight,6
ham,office around pm going hospital,5
ham,actually im waiting weeks start putting ad,7
ham,anything lor go go lor,5
ham,u free sat rite u wan watch infernal affairs wif n darren n mayb xy,15
ham,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn,30
ham,yo around friend mines lookin pick later tonight,8
ham,stupid auto correct phone,4
ham,double eviction week spiral michael good riddance,7
ham,world suffers lot violence bad people silence good people,9
ham,ok thats cool either raglan rd edward rd behind cricket ground gimme ring ur closeby see tuesday,17
ham,buy one egg daplease,4
ham,started skye,2
ham,bookedthe hut also time way,5
ham,several sir,2
ham,u really pig leh sleep much dad wake smth eat lunch today,12
ham,im home please call,4
ham,love hope anything drastic dont dare sell pc phone,9
ham,reached home tired come tomorro,5
spam,freemsg records indicate may entitled pounds accident claim free reply yes msg opt text stop,15
spam,u win music gift vouchers every week starting txt word draw tscs wwwidewcom skillgame winaweek age ppermesssubscription,17
ham,life style garments account please,5
ham,lol wtf random btw lunch break,6
ham,sez hows u de arab boy hope u r good give love evry love ya eshxxxxxxxxxxx,16
ham,lay man let know missed thought great day send bimbo ugos numbers ill appreciate safe,15
ham,detroit home snow enjoy,4
spam,show ur colours euro offer get england flag lions tone ur phone click following service message info,17
ham,okie,1
ham,aight im chillin friends room text youre way,8
ham,toshiba portege gd,3
ham,well welp sort semiobscure internet thing,6
spam,text pass collect polyphonic ringtones normal gprs charges apply enjoy tones,11
spam,accordingly repeat text word ok mobile phone send,8
ham,loosu go hospital de dont let careless,7
ham,much eighth,2
ham,omg joanna freaking shes looked thru friends find photos shes asking stuff myspace havent even logged like year,18
ham,send ur birthdate month year tel u ur life partners name method calculation reply must,15
ham,juz havent woke bit blur blur dad went liao cant cum oso,12
ham,clothes jewelry trips,3
spam,block breaker comes deluxe format new features great graphics tmobile buy replying get bbdeluxe take challenge,16
ham,aah cuddle would lush id need lots tea soup kind fumbling,11
spam,important information orange user today lucky dayfind log onto httpwwwurawinnercom theres fantastic surprise awaiting,14
ham,late,1
ham,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish,18
ham,plans family set stone,4
ham,pls dont forget study,4
ham,youll never believe actually got taunton wow,7
ham,den weekdays got special price haiz cant eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat,22
ham,broke list reasons nobodys town cant tell shes sarcastic faggy,10
ham,ltdecimalgt common car better buy china asia find less expensive ill holla,12
ham,greatest test courage earth bear defeat without losing heartgn tc,10
ham,sorry im stil fucked last nite went tobed got work,10
ham,hey whats plan sat,4
ham,beauty sleep help ur pimples,5
ham,great hope using connections mode men also cos never know old friends lead today,14
spam,natalja f inviting friend reply yes see wwwsmsacunat stop send stop frnd,12
ham,get,1
ham,kind missed train cos asthma attack nxt one half hr driving sure park,13
ham,ball moving lotwill spin last difficult bat,7
ham,haiyoh maybe hamster jealous million,5
ham,please send auntys number,4
ham,im glad following dreams,4
ham,ive reached home finally,4
spam,urgent important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting,14
spam,winner valued network customer selected receivea prize reward claim call claim code kl valid hours,15
ham,wn u r hurt prsn close u fight wit dem coz somtimes dis fight saves relation bt quiet leaves nothin relation gud eveb,23
ham,u call,2
ham,science tells chocolate melt sunlight please dont walk sunlight bcozi dont want loss sweet friend,15
ham,yes come nyc audiitions trying relocate,6
ham,pocked,1
ham,congrats thats great wanted tell tell score cos might make relax motivating thanks sharing,14
ham,wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care,22
ham,hey mr whats name bill brison book one language words,10
ham,okay good problem thanx,4
ham,information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please dont try bullshit makes want listen less,25
ham,call ure done,3
ham,gwr,1
ham,best watch say cause get drunk motherfucker,7
spam,kit strip billed p netcollex ltd po box ig oja,10
spam,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv infowwwpercentrealcom,14
spam,please call immediately urgent message waiting,6
spam,thesmszonecom lets send free anonymous masked messagesim sending message theredo see potential abuse,13
spam,well done costa del sol holiday await collection call toclaim sae tcs pobox stockport skxh costpm maxmins,17
ham,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl,19
ham,erm woodland avenue somewhere get parish magazine telephone number,9
ham,ta jobs available let know please cos really need start working,11
ham,aiyar hard type u later free tell call n scold n tell u,13
ham,yup im free,3
ham,good good billy mates gone jogging enjoy concert,8
ham,yo come carlos soon,4
ham,awww dat sweet think something nice time tonight ill probably txt u later cos im lonely xxx,17
ham,guess useless calling u something important,6
ham,ha ha popped loo helloed hello,6
ham,dint tell anything angry told abi,6
spam,someone u know asked dating service contact cant guess call revealed po box wu,14
ham,happens r waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance,33
ham,keep ten rs shelf buy two egg,7
ham,wasnt well babe swollen glands throat end,7
ham,ur changes da report big cos ive already made changes da previous report,13
ham,captain room,2
ham,cant speak bcaz mobile problem listen cannt listen voice calls later,11
ham,hiya stu wot u im much truble home moment evone hates even u wot hell av done wont u tell text bck please luv dan,25
ham,si take mokka players,4
ham,still playing gautham,3
ham,hey mr going sea view couple gays mean games give bell ya finish,13
ham,k jason says hes gonna around ill around ltgt,9
ham,sorry able get see morning,5
ham,aight well keep informed,4
ham,number sir,2
ham,searching good dual sim mobile pa,6
ham,seems unnecessarily hostile,3
ham,dude got haircut breezy,4
spam,congrats mobile g videophones r call videochat wid ur mates play java games dload polyh music noline rentl bx ip pm,21
ham,appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problms litres watrdayno diseases snd ths u care,18
ham,thought king hill thing,4
ham,nope ill come online,4
ham,also tell said happy birthday,5
ham,bishan lei tot say lavender,5
ham,boo time u get u supposed take shopping today,9
ham,u sound like manky scouse boy stevelike travelling da bus homewot u inmind recreation dis eve,16
ham,fyi im taking quick shower epsilon like ltgt min,9
ham,tuesday night r u real,5
ham,yes appt,2
ham,got outta class gonna go gym,6
ham,want sent ltgt mesages today thats sorry hurts,8
ham,write wat,2
ham,ha wouldnt say didnt read anything way u seemed dont like judgementali save fridays pub,15
ham,valentine game send dis msg ur friends answers r someone really loves u ques colour suits best,17
ham,hidid asked waheeda fathima leave,5
ham,enjoy urself tmr,3
ham,still around could use halfth,5
spam,u secret admirer looking make contact ufind rreveal thinks ur specialcall,11
ham,give us back id proof ltgt rs wont allow work come home within days,14
ham,bot notes oredi cos juz rem got,7
ham,yes rent expensive way save,5
ham,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,20
ham,hows pain deary r u smiling,6
ham,fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like hits,18
spam,important information orange user xxxxxxx today lucky dayfind log onto httpwwwurawinnercom theres fantastic surprise awaiting,15
ham,sorry cant help,3
ham,great send account number,4
ham,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin ward cin u mrw luv jaz,24
spam,dating service asked contact u someone shy call revealed pobox uz p,12
ham,send contents page,3
ham,night sweet sleep well ive see exorcism emily rose may never sleep hugs snogs,14
ham,dont think u got think use got good ni,9
ham,cant right second gotta hit people first,7
ham,evry emotion dsnt hav wordsevry wish dsnt hav prayrs u smiled world wit uothrwise even drop tear dsnt lik stay wit uso b happy good morning keep smiling,28
ham,remember,1
ham,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop,9
ham,mm yes dear look hugging p,6
ham,like dis sweater fr mango size already irritating,8
ham,dont number gonna massive pain ass id rather get involved thats possible,12
ham,anytime lor,2
spam,want new video handset time network mins unlimited text camcorder reply call del sat,14
ham,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng,12
spam,ur balance next question complete landmark big bob b barry c ben text b c good luck,17
ham,fineabsolutly fine,2
ham,k youre sure dont consent forms v,7
spam,ur tonexs subscription renewed charged choose polys month wwwclubzedcouk billing msg,11
spam,dont prize go another customer tc wwwtcbiz pmin polo ltd suite london wj hl please call back busy,18
ham,much torch ja,3
ham,nothing u dinner w us,5
ham,checking,1
ham,done internet connection v slow cant send try later first thing tomo,12
ham,mathews tait edwards anderson,4
ham,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke,19
ham,need lar go engin cos sis arts today,8
ham,thanks honey still havent heard anything leave bit longer crowd try later great advice thanks hope cardiff still,18
spam,want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply call,16
ham,im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheers,15
ham,sim watching live,3
ham,see christmassy,2
ham,k im ready ltgt,4
ham,know god created gap fingers one made comes amp fills gaps holding hand love,14
ham,greatest test courage earth bear defeat without losing heartgn tc,10
ham,new years plans,3
spam,recpt ordered ringtone order processed,5
ham,baaaaaaaabe wake miss crave need,5
ham,got message ignoring yes shopping,5
ham,dear mood cant drive brother drive,6
ham,dad get back,3
ham,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand,38
ham,yes finished watching days lives love,6
ham,juz go google n search qet,6
ham,many times lose best ones bcoz,6
ham,good friends care close friends understand true friends stay forever beyond words beyond time gud ni,16
ham,getting back home,3
ham,sorry ill call later ltgt mins,6
ham,dun need use dial juz open da browser n surf,10
spam,one registered subscribers u enter draw gb gift voucher replying enter unsubscribe text stop,14
ham,awesome plan get time like ltgt ill text details wee bit,11
ham,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversations usget convinced timeyour family many sensesrespect overemphasiseor u role life,24
spam,chance win free bluetooth headset simply reply back adp,9
ham,also didnt get na hi hi hi hi hi,9
ham,ya cant display internal subs gotta extract,7
ham,said anything wrong sorry de,5
ham,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish,18
ham,stupid say challenge godyou dont think write instead respond immed,10
ham,yeah able ill text im ready meet,7
ham,v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earthsofa v comfey dont make hav gd night,21
ham,says hes quitting leasttimes day wudnt take much notice nah didnt mind gonna see want come taunton tonight u tell,20
ham,get free call,3
ham,little darlings far week need coffee run tomocant believe time week already,12
ham,ok msg u b leave house,6
ham,still west coast haiz take forever come back,8
ham,mmm fuck merry christmas,4
ham,alright thanks advice enjoy night ima try get sleep,9
ham,update face book status frequently,5
ham,saw messageit k da,4
ham,something u ate,3
ham,bank say money,3
ham,aiyar dun disturb u liao thk u lots aft ur cupboard come,12
ham,hey r watching movie tonight ill prob b home early,10
ham,yar lor u noe u used dat route,8
ham,mro coming gym machan goodnight,5
ham,dont think need yellow card uk travel ask someone gone ltgt bucks,12
ham,u look da lib got stuff havent finish yet,9
ham,sounds great im going sleep good night,7
spam,dont b floppy b snappy happy gay chat service photo upload call pmin stop texts call,16
ham,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,14
ham,come u got nothing,4
ham,nothing ever easy dont looking reason take risk life love,10
ham,want grasp pretty booty,4
ham,ive got tea sure flavour,5
ham,im going orchard laready reaching soon u reaching,8
ham,dear denying words please,4
ham,know old dom told yesterday name roger got touch last night wants meet today pm,15
ham,come back tampa ffffuuuuuuu,4
ham,celebrate bday else,3
ham,merry christmas u annie,4
ham,please tell special stock talking,5
ham,sent like,2
spam,urgent ur awarded complimentary trip eurodisinc trav acoentry claim txt dis morefrmmob shracomorsglsuplt ls aj,15
ham,awesome minute,2
ham,problem walk around julianaland oblivious going around say things constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad,29
ham,ive told everything stop dont let get dehydrated,8
ham,guess ltgt min,3
ham,im home ard wat time u reach,7
ham,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person,33
ham,want mapquest something look usf dogwood drive,7
ham,aight plan come later tonight,5
ham,die accidentally deleted e msg suppose put e sim archive haiz sad,12
spam,welcome ukmobiledate msg free giving free calling future mgs billed p daily cancel send go stop,16
ham,wishing great day moji told offer always speechless offer easily go great lengths behalf stunning exam next friday keep touch sorry,21
ham,thanks reply today ur visa coming r u still buying gucci bags sister things easy uncle john also bills really need think make money later sha,26
ham,sorry flaked last night shits seriously goin roommate tonight,9
ham,said look pretty wif long hair wat thk hes cutting quite short leh,13
ham,ranjith cal drpd deeraj deepak min hold,7
ham,cheers callin babesozi culdnt talkbut wannatell u details later wenwecan chat properly x,13
ham,hey u still gym,4
ham,said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife,16
ham,much better thanks lol,4
ham,nothing smsing u n xy lor sorry lor da guys neva c u person sort know u lor u wan meet xy ask bring u along next meeting,28
ham,lemme know swing pick im free basically time semester,9
ham,wa u efficient gee thanx,5
spam,received mobile content enjoy,4
ham,able sleep,2
spam,want explicit sex secs ring costs pmin,7
ham,meet soon princess ttyl,4
ham,ill pick pm go taunton still want come,8
ham,oh outside players allowed play know,6
ham,anything lor,2
ham,erutupalam thandiyachu,2
ham,cant u try new invention flyim joking,7
ham,noits ful song lyrics,4
ham,u reckon need arrange transport u cant thanks,8
ham,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing,18
ham,shopping eh ger toking abt syd lehhaha,7
ham,standing,1
ham,good weekend,2
ham,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality wins,19
ham,call get chance plz lt,5
ham,new deus ex game comin early next yr,8
ham,computer fried essential part dont keep spares fucking idiot roommates looovvve leaving thing running full ltgt,16
ham,friend shes studying warwick weve planned go shopping concert tmw may canceled havnt seen ages yeah get together sometime,19
ham,probably couple hours tops,4
ham,lol grins im babe thanks thinking,6
ham,man bus slow think youre gonna get,7
ham,hope text meets smiling let text give reason smile beautiful day,11
ham,case wake wondering forgot take care something grandma today done parade,11
ham,ok,1
spam,latest nokia mobile ipod mp player proze guaranteed reply win norcorp ltdmtmsgrcvd,12
spam,sms services inclusive text credits pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae,18
ham,nvm take ur time,4
ham,wats da decision,3
ham,wot u bitch,3
ham,stupidits possible,2
ham,told hr want posting chennaibecause im working,7
spam,mobile club choose top quality items mobile cfcaa,8
ham,guys leaving,2
ham,neva grumble sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei got lot work ar,22
ham,able anything,2
ham,takin linear algebra today,4
ham,weekend fine excuse much decorating,5
ham,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,13
ham,project pa come,3
spam,money wining number wot next,5
ham,sure whenever show fuck gt,5
ham,random saw old roomate campus graduated,6
spam,congrats mobile g videophones r call videochat wid ur mates play java games dload polyh music noline rentl bx ip pm,21
ham,men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife,14
ham,sucks got planned yo valentine yo valentine arent,8
ham,got part nottingham hrs miles good thing love man much mph hey ho,13
ham,think one saying clearly ok leave need ask go come,10
ham,hi good mornin thanku wish u,6
ham,u want meet morro,4
ham,actually decided hungry havent left yet v,7
ham,ive sent part,3
ham,cos shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor,20
spam,want cock hubbys away need real man satisfy txt wife strings action txt stop end txt rec ea otbox la ws,21
ham,understand loss gain work school,5
ham,u missed u havent much bit bored holiday want go bak college sad isnt itxx,15
ham,hiya probably coming home weekend next,6
ham,dont forget though love walk beside watching keeping heart warm,10
ham,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly,21
ham,ok days making dinner tonite invited,6
spam,gr new service live sex video chat mob see sexiest dirtiest girls live ur phone details text horny cancel send stop,21
ham,money steve mate,3
ham,im late tellmiss im way,5
ham,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning,21
ham,normally use drink water daily,5
ham,dare ask luck sorting car,5
ham,partys place usf charge contribute way greatly appreciated yeah got room one,12
ham,urgh coach hot smells chip fat thanks especially duvet predictive text word,12
ham,hiya last night ive naughty bought clothes little ready shopping tho kind time wanna meet,15
spam,freemsg hi baby wow got new cam moby wanna c hot pic fancy chatim win utxt rply chat hlp msgp rcv,21
ham,ive trying reach without success,5
ham,derek done class,3
ham,never lei v lazy got wat dat day send da url cant work one,14
ham,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl,18
ham,hey mate spoke mag people deliver end month deliver th sept talk later,13
ham,hope good week checking,4
ham,haha friend tyler literally asked could get dubsack,8
ham,hey u fancy meetin cha hav lil beverage txt ring meet lr quite tired got vpist love pete x x x,21
ham,great safe trip dont panic surrender,6
ham,symptoms u love u like listening songs u get stopped u see name beloved u wont get angry,18
ham,sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt u noe hor,17
ham,try something dear read something exams,6
ham,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear,25
ham,gettin rdy ship comp,4
ham,hospital da return home evening,5
ham,piss talking someone realise u point itnow read backwards,9
ham,think da wil,3
ham,im awake oh whats,4
ham,good afternoon boytoy goes walking day get police abstract still wake miss babe,13
ham,much u trying get,4
ham,come around ltdecimalgt pm vikkyim otside nw il come tht time,11
ham,tell address,2
ham,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn,21
ham,buy blackberry bold torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g,19
ham,together thinkin,2
ham,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss,18
ham,time come tomorrow,3
spam,wanna laugh try chitchat mobile logon txting word chat send cm po box london wa zf pmsg rcvd,18
ham,cha quiteamuzing thatscool babe,4
ham,omg u know ate,4
spam,urgent nd attempt contact uu call b tcsbcmwcnxxcallcostppmmobilesvary max,9
ham,,0
ham,directly behind abt rows behind,5
spam,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music,13
spam,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records,18
spam,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm,16
ham,plans yet,2
ham,hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt ws al sudn,16
ham,course maths one day one chapter one month finish,9
ham,wow didnt think common take back ur freak unless u chop,11
spam,ur chance win wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk,12
ham,noooooooo please last thing need stress life fair,8
spam,u secret admirer looking make contact ufind rreveal thinks ur specialcall stopsmsppm,12
spam,mila age blonde new uk look sex uk guys u like fun text mtalk pptxt st free increments help,19
ham,ill see swing bit got things take care firsg,9
ham,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya,22
ham,finished work yet something,4
ham,tomorrow going theatre come wherever u call tell come tomorrow,10
spam,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx,20
ham,right wasnt phoned someone number like,6
ham,ok wun b angry msg u aft come home tonight,10
ham,good time nice something bit different weekends change see ya soon,11
ham,yo sorry shower sup,4
ham,carlos pick ill swing usf little bit,7
ham,full heat pa applyed oil pa,6
ham,im stuck da middle da row da right hand side da lt,12
